objectid,title,type,date,archival_date,towns_covered,county_covered,display_template,format
directories0162,Boise,phone book,1999,1999-2000,Boise; Caldwell; Eagle; Emmett; Garden City; Idaho City; Kuna; Lowman; Melba; Meridian; Middleton; Nampa; Star,,record,record
directories0163,Boise,phone book,2000,2000-2001,Boise; Caldwell; Eagle; Emmett; Garden City; Idaho City; Kuna; Lowman; Melba; Meridian; Middleton; Nampa; Notus; Star,,record,record
directories0164,Boise,phone book,2001,2001-2002,Boise; Caldwell; Eagle; Emmett; Garden City; Idaho City; Kuna; Lowman; Melba; Meridian; Middleton; Nampa; Star,,record,record
directories0165,Boise,phone book,2004,2004-2005,Boise; Caldwell; Eagle; Emmett; Garden City; Idaho City; Kuna; Lowman; Melba; Meridian; Middleton; Nampa; Star,,record,record
directories0166,Burley,phone book,1951,1951,Burley; Oakley; Albion; Rupert; Paul; Heyburn; Declo,,record,record
directories0167,Burley,phone book,1952,1952-1953,Burley; Oakley; Albion; Malta; Rupert; Paul; Heyburn; Declo,,record,record
directories0168,Burley,phone book,1953,1953-1954,Burley; Oakley; Albion; Malta; Rupert; Paul; Heyburn; Declo,,record,record
directories0169,Burley,phone book,1954,1954,Burley; Rupert; Paul; Heyburn; Declo,,record,record
directories0170,Burley,phone book,1957,1957,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0171,Burley,phone book,1958,1958,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0172,Burley,directory,1959,1959,Burley; Declo; Oakley; Malta; Albion; Elba; Rupert; Paul; Fairfield; Heglar; Murtaugh; Heyburn; Hansen; Hazelton; Kimberly; Naf,Cassia County,record,record
directories0173,Burley,phone book,1961,1961,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0174,Burley,directory,1961,1961,Burley; Declo; Oakley; Malta; Albion; Elba; Rupert; Paul; Fairfield; Heglar; Murtaugh; Heyburn; Hansen; Hazelton; Kimberly; Naf,Cassia County,record,record
directories0175,Burley,phone book,1962,1962,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0176,Burley,phone book,1963,1963,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0177,Burley,phone book,1965,1965,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0178,Burley,phone book,1967,1967,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Heyburn; Declo,,record,record
directories0179,Burley,phone book,1968,1968,Burley; Oakley; Albion; Almo; Declo; Elba; Malta; Paul; Rupert; Minidoka; Norland; Heyburn; Declo,,record,record
directories0180,Burley,phone book,1969,1969,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Heyburn; Paul,,record,record
directories0181,Burley,phone book,1970,1970,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Heyburn; Paul,,record,record
directories0182,Burley,directory,1970,1970-1971,Burley; Declo; Albion; Malta; Oakley; Elba; Rupert; Almo; Heyburn; Murtaugh; Naf; Hansen,Cassia County,record,record
directories0183,Burley,phone book,1972,1972,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert,,record,record
directories0184,Burley,directory,1972,1972,Burley; Declo; Albion; Malta; Oakley; Elba; Rupert; Almo; Heyburn; Murtaugh; Naf; Hansen,Cassia County,record,record
directories0185,Burley,phone book,1974,1974,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert,,record,record
directories0186,Burley,directory,1974,1974,Burley; Oakley; Hansen; Heyburn; Paul; Elba; Malta; Albion; Declo; Murtaugh; Hazelton; Naf; Hansen,Cassia County,record,record
directories0187,Burley,phone book,1975,1975,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0188,Burley,phone book,1976,1976,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0189,Burley,phone book,1977,1977-1978,Burley; Rupert; Albion; Almo; Declo; Eden; Elba; Hazelton; Heyburn; Malta; Minidoka; Norland; Oakley; Paul; Raft River,Cassia County,record,record
directories0190,Burley,directory,1978,1978,Burley; Oakley; Hansen; Heyburn; Paul; Elba; Malta; Albion; Declo; Murtaugh; Hazelton; Naf; Hansen,Cassia County,record,record
directories0191,Burley,phone book,1980,1980,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0192,Burley,phone book,1981,1981,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0193,Burley,phone book,1982,1982,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0194,Burley,directory,1982,1982,Burley; Oakley; Hansen; Heyburn; Paul; Elba; Malta; Albion; Declo; Murtaugh; Hazelton; Naf; Hansen,Cassia County,record,record
directories0195,Burley,phone book,1983,1983,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0196,Burley,phone book,1984,1984,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0197,Burley,phone book,1984,1984,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0198,Burley,phone book,1985,1985,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0199,Burley,phone book,1985,1985,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0200,Burley,phone book,1986,1986,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0201,Burley,phone book,1987,1987-1988,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0202,Burley,phone book,1988,1988-1989,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0203,Burley,phone book,1989,1989-1990,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0204,Burley,phone book,1990,1990-1991,Burley; Albion; Almo; Declo; Elba; Heyburn; Malta; Oakley; Rupert; Minidoka; Paul; Norland; Raft River,,record,record
directories0205,Burley,phone book,1994,1994-1995,Burley; Twin Falls; Rupert; Albion; Almo; Bliss; Buhl; Carey; Castleford; Declo; Dietrich; Eden; Elba; Filer; Gooding; Hagerman; Halley-Bellevue; Hazelton; Heyburn; Hollister; Jerome; Ketchum; Kimberly-Hansen; Malta; Minidoka; Murtaugh; Norland; Oakley; Paul; Raft River; Richfield; Shoshone; Stanley; Sun Valley; Three Creek,,record,record
directories0206,Burley,phone book,1996,1996-1997,Burley; Twin Falls; Bliss; Buhl; Declo; Heyburn; Rupert; Albion; Almo; Elba; Malta; Oakley; Raft River; Carey; Castleford; Dietrich; Eden; Filer; Gooding; Hagerman; Hailey-Bellevue; Hazelton; Hollister; Richfield; Shoshone; Stanley; Sun Valley; Three Creek; Wendell,,record,record
directories0207,Cache Valley,phone book,1982,1982,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0208,Cache Valley,phone book,1986,1986,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0209,Cache Valley,phone book,1988,1988-1989,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0210,Cache Valley,phone book,1989,1989-1990,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0211,Cache Valley,phone book,1991,1991-1992,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0212,Cache Valley,phone book,1992,1992-1993,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0213,Cache Valley,phone book,1994,1994-1995,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0214,Cache Valley,phone book,1997,1997-1998,Banida; Battle Creek; Clifton; Cub River; Dayton; Fairview; Franklin; Linrose; Mink Creek; Oneida Station; Oxford; Preston; Riverdale; Treasureton; Weston; Winder; Whitney,,record,record
directories0215,Caldwell,directory,1945,1945,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Roswell; Wilder,Canyon County,record,record
directories0216,Caldwell,directory,1948,1948,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Roswell; Wilder,Canyon County,record,record
directories0217,Caldwell,directory,1953,1953-1954,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Roswell; Wilder,Canyon County,record,record
directories0218,Caldwell,phone book,1954,1954,Caldwell; Middleton; Greenleaf; Huston; Riverside; Notus,,record,record
directories0219,Caldwell,directory,1955,1955,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder,Canyon County,record,record
directories0220,Caldwell,directory,1957,1957,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder,Canyon County,record,record
directories0221,Caldwell,directory,1958,1958,Caldwell; Nampa; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder,Canyon County,record,record
directories0222,Caldwell,directory,1961,1961,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0223,Caldwell,directory,1963,1963,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0224,Caldwell,directory,1964,1964,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0225,Caldwell,directory,1965,1965,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Wilder; Nampa; New Plymouth; Meridian; Marsing,Canyon County,record,record
directories0226,Caldwell,directory,1967,1967,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Wilder; Nampa,Canyon County,record,record
directories0227,Caldwell,directory,1968,1968,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Wilder; Nampa,Canyon County,record,record
directories0228,Caldwell,directory,1970,1970,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Wilder; Nampa,Canyon County,record,record
directories0229,Caldwell,directory,1971,1971,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0230,Caldwell,directory,1972,1972,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0231,Caldwell,directory,1973,1973,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0232,Caldwell,directory,1974,1974,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0233,Caldwell,directory,1975,1975,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0234,Caldwell,directory,1976,1976,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0235,Caldwell,directory,1980,1980,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0236,Caldwell,directory,1981,1981,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0237,Caldwell,directory,1987,1987,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Notus; Parma; Wilder; Nampa,Canyon County,record,record
directories0238,Cambridge,phone book,1956,1956-1957,Cambridge; Midvale; Mesa; Indian Valley,,record,record
directories0239,Cambridge,phone book,1962,1962,Cambridge; Midvale; Mesa; Indian Valley,,record,record
directories0240,Cambridge,phone book,1966,1966,Cambridge; Midvale; Mesa; Indian Valley,,record,record
directories0241,Cambridge,phone book,1967,1967,Cambridge; Midvale; Mesa; Indian Valley,,record,record
directories0242,Cambridge,phone book,1977,1977,Cambridge; Council; Fruitland; Indian Valley; Midvale; New Plymouth; Nyssa; Ontario; Payette; Vale; Weiser,,record,record
directories0243,Caldwell,directory,1930,1930-1931,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Nampa; Notus; Parma; Roswell; Wilder; Emmett; Gross; Letha; Montour; Ola; Sweet; Fruitland; New Plymouth; Payette; Cambridge; Heath; Midvale; Weiser,Canyon County; Gem County; Payette County; Washington County,record,record
directories0244,Caldwell,directory,1936,1936-1937,Caldwell; Bowmont; Greenleaf; Huston; Melba; Middleton; Nampa; Notus; Parma; Roswell; Wilder; Emmett; Gross; Letha; Montour; Ola; Sweet; Fruitland; New Plymouth; Payette; Cambridge; Heath; Midvale; Weiser,Canyon County; Gem County; Payette County; Washington County,record,record
directories0245,Cascade,phone book,1957,1957,Cascade; Donnelly; McCall; New Meadows; Riggins; Horseshoe Bend; Sweet; Ola; Smiths Ferry; Lakefork,,record,record
directories0246,Cascade,phone book,1960,1960,Cascade; Donnelly; McCall; New Meadows; Riggins; Smiths Ferry,,record,record
directories0247,Cascade,phone book,1962,1962,Cascade; Donnelly; McCall; Riggins; New Meadows; Sweet; Ola; Horseshoe Bend,,record,record
directories0248,Cascade,phone book,1963,1963,Cascade; Donnelly; McCall; New Meadows; Riggins,,record,record
directories0249,Cascade,phone book,1965,1965,Cascade; Donnelly; Elk City; McCall; New Meadows; Riggins; White Bird,,record,record
directories0250,Cascade,phone book,1966,1966,Cascade; Donnelly; Elk City; McCall; New Meadows; Riggins; White Bird,,record,record
directories0251,Cascade,phone book,1967,1967,Cascade; Donnelly; Elk City; McCall; New Meadows; Riggins; White Bird,,record,record
directories0252,Cascade,phone book,1969,1969-1970,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0253,Cascade,phone book,1971,1971-1972,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0254,Cascade,phone book,1972,1972-1973,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0255,Cascade,phone book,1973,1973-1974,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0256,Cascade,phone book,1974,1974-1975,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0257,Cascade,phone book,1975,1975-1976,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0258,Cascade,phone book,1980,1980-1981,Cascade; Donnelly; Elk City; Garden Valley; Horseshoe Bend; McCall; New Meadows; Ola; Riggins; Sweet; White Bird,,record,record
directories0259,Coeur d'Alene,directory,1912,1912-1913,Coeur d'Alene; Bonners Ferry; Burke; Gem; Harrison; Hope; Kellogg; Kootenai; Laclede; Mace; Mullan; Plummer; Post Falls; Priest River; Rathdrum; St. Maries; Sandpoint; Spirit Lake; Wallace; Wardner; St. Joe; Athol; Gibbs; Ford; Black Lake; Desmet; Dudley; Rose Lake; Lane; Santa; Cataldo; Tensed; Medimont; McClellan; Mica; Bayview; Worley; Hayden Lake; Emida; Sagle; Moravia; Granite; Harlem; Ponderay; Midas; Clara; Porthill; Lakeview; Granite; Westmond; Elmira; Colburn; Coolin; Copeland; cocolalla; Morton; Osburn; Murray; Union; Clarkia; Gem; Kingston; Elk Prairie; Enaville; Black Bear,Kootenai County; Bonner County; Shoshone County,record,record
directories0260,Coeur d'Alene,directory,1914,1914-1915,Coeur d'Alene; Bonners Ferry; Burke; Gem; Harrison; Hope; Kellogg; Kootenai; Laclede; Mace; Mullan; Plummer; Post Falls; Priest River; Rathdrum; St. Maries; Sandpoint; Spirit Lake; Wallace; Wardner; St. Joe; Athol; Gibbs; Ford; Black Lake; Desmet; Dudley; Rose Lake; Lane; Santa; Cataldo; Tensed; Medimont; McClellan; Mica; Bayview; Worley; Hayden Lake; Emida; Sagle; Moravia; Granite; Harlem; Ponderay; Midas; Clara; Porthill; Lakeview; Granite; Westmond; Elmira; Colburn; Coolin; Copeland; cocolalla; Morton; Osburn; Murray; Union; Clarkia; Gem; Kingston; Elk Prairie; Enaville; Black Bear,Kootenai County; Bonner County; Shoshone County,record,record
